"Name","fake","Agent","State","Notes","User","Tags","Created","Runtime","Sweep","GIN","aggregation_fn","batch_norm","batch_size","benchmark_idx","dataset","deepset","depth","dim0_out_dim","dim1","dim1_out_dim","dropout_p","dummy_var","early_topo","filtration_hidden","fold","folds","hidden_dim","legacy","lr","lr_patience","max_epochs","merged","min_lr","model","num_classes","num_coord_funs","num_coord_funs/Gaussian_transform","num_coord_funs/Line_transform","num_coord_funs/RationalHat_transform","num_coord_funs/Triangle_transform","num_coord_funs1","num_coord_funs1/Gaussian_transform","num_coord_funs1/Line_transform","num_coord_funs1/RationalHat_transform","num_coord_funs1/Triangle_transform","num_filtrations","num_node_features","paired","q_dim_set2set","residual","residual_and_bn","seed","set2set","set_out_dim","shallow_deepset","share_filtration_parameters","swap_bn_order","tanh_filtrations","task","train_eps","training_seed","use_node_attributes","best_val_acc","best_val_loss","epoch","lr-Adam","restored_test_acc","restored_test_loss","test_acc","test_loss","train_acc_epoch","train_acc_step","train_loss_epoch","train_loss_step","val_acc","val_acc_epoch","val_acc_step","val_loss","val_loss_epoch","val_loss_step","val_loss_step/epoch_0","validation_loss"
"LargerTopoGNN_Necklaces","true","mc0n9nt9","finished","-","edebrouwer","LargerTopoGNN, Necklaces","2021-02-03T17:45:27.000Z","459","e6ybbprl","false","mean","true","32","","Necklaces","false","3","32","false","32","0","","false","24","","","146","","0.001","25","200","false","0.000001","LargerTopoGNN","2","3","","","","","","","","","","8","3","false","","true","true","42","","","false","true","false","false","Tasks.GRAPH_CLASSIFICATION","true","3637571178","true","","","199","0.0000078125","0.6565656661987305","0.6379375457763672","0.6565656661987305","0.6379375457763672","1","1","0.000931446673348546","0.0016790373483672738","0.7032967209815979","","","1.559394359588623","","","",""
"LargerTopoGNN_Necklaces","true","h299a3f6","finished","-","edebrouwer","LargerTopoGNN, Necklaces","2021-02-03T17:43:50.000Z","736","e6ybbprl","false","mean","true","32","","Necklaces","false","3","32","true","32","0","","false","24","","","146","","0.001","25","200","false","0.000001","LargerTopoGNN","2","3","","","","","","","","","","8","3","false","","true","true","42","","","false","true","false","false","Tasks.GRAPH_CLASSIFICATION","true","1468347079","true","","","199","0.0000078125","0.7272727489471436","0.4907870888710022","0.7272727489471436","0.4922703802585602","1","1","0.0008931620977818966","0.0006420484278351068","0.7252747416496277","","","1.908628225326538","","","",""
"LargerTopoGNN_Necklaces","true","vjve6ctb","finished","-","edebrouwer","LargerTopoGNN, Necklaces","2021-02-03T17:43:30.000Z","488","e6ybbprl","false","mean","true","32","","Necklaces","false","2","32","false","32","0","","false","24","","","146","","0.001","25","200","false","0.000001","LargerTopoGNN","2","3","","","","","","","","","","8","3","false","","true","true","42","","","false","true","false","false","Tasks.GRAPH_CLASSIFICATION","true","3293342736","true","","","199","0.0000078125","0.4848484992980957","0.70673668384552","0.4848484992980957","0.70673668384552","0.9987499713897704","1","0.007114052772521973","0.002636728109791875","0.593406617641449","","","2.0584723949432373","","","",""
"LargerTopoGNN_Necklaces","true","hfr8esht","finished","-","edebrouwer","LargerTopoGNN, Necklaces","2021-02-03T17:40:55.000Z","837","e6ybbprl","false","mean","true","32","","Necklaces","false","2","32","true","32","0","","false","24","","","146","","0.001","25","200","false","0.000001","LargerTopoGNN","2","3","","","","","","","","","","8","3","false","","true","true","42","","","false","true","false","false","Tasks.GRAPH_CLASSIFICATION","true","3323678865","true","","","199","0.000015625","0.5252525210380554","1.0288870334625244","0.5050504803657532","1.0221611261367798","0.9950000047683716","1","0.017182396724820137","0.008432700298726559","0.6813187003135681","","","2.2851145267486572","","","",""
"LargerTopoGNN_Necklaces","true","b8eei84b","finished","-","edebrouwer","LargerTopoGNN, Necklaces","2021-02-03T17:33:57.000Z","453","e6ybbprl","false","mean","true","32","","Necklaces","false","1","32","false","32","0","","false","24","","","146","","0.001","25","200","false","0.000001","LargerTopoGNN","2","3","","","","","","","","","","8","3","false","","true","true","42","","","false","true","false","false","Tasks.GRAPH_CLASSIFICATION","true","666593151","true","","","199","0.000015625","0.3939394056797027","0.8654945492744446","0.3939394056797027","0.8654945492744446","1","1","0.011973551474511623","0.008548373356461525","0.5604395866394043","","","1.835777997970581","","","",""
"LargerTopoGNN_Necklaces","true","h299a3f6","finished","-","edebrouwer","LargerTopoGNN, Necklaces","2021-02-03T17:31:58.000Z","704","e6ybbprl","false","mean","true","32","","Necklaces","false","1","32","true","32","0","","false","24","","","146","","0.001","25","200","false","0.000001","LargerTopoGNN","2","3","","","","","","","","","","8","3","false","","true","true","42","","","false","true","false","false","Tasks.GRAPH_CLASSIFICATION","true","1790986537","true","","","199","0.0000078125","0.4040403962135315","0.7165611982345581","0.3939394056797027","0.7148417234420776","0.9112499952316284","0.90625","0.2296308875083923","0.25387173891067505","0.5494505763053894","","","1.3190569877624512","","","",""
"LargerTopoGNN_Cycles","true","vjp6i9c7","finished","-","edebrouwer","Cycles, LargerTopoGNN","2021-02-03T17:29:33.000Z","502","e6ybbprl","false","mean","true","32","","Cycles","false","8","32","false","32","0","","false","24","","","146","","0.001","25","200","false","0.000001","LargerTopoGNN","2","3","","","","","","","","","","8","3","false","","true","true","42","","","false","true","false","false","Tasks.GRAPH_CLASSIFICATION","true","1624963225","true","","","199","0.000125","1","0.0000026569891815597657","1","0.0000026569891815597657","1","1","0.00000404271122533828","0.00000338617860506929","1","","","0.000003519659685480292","","","",""
"LargerTopoGNN_Cycles","true","4zti258l","finished","-","edebrouwer","Cycles, LargerTopoGNN","2021-02-03T17:28:23.000Z","917","e6ybbprl","false","mean","true","32","","Cycles","false","8","32","true","32","0","","false","24","","","146","","0.001","25","200","false","0.000001","LargerTopoGNN","2","3","","","","","","","","","","8","3","false","","true","true","42","","","false","true","false","false","Tasks.GRAPH_CLASSIFICATION","true","750572104","true","","","199","0.0005","1","3.033003395103151e-7","1","2.700833192648133e-7","1","1","0.000004523370989772957","1.676380065873673e-7","1","","","7.653788998140953e-7","","","",""
"LargerTopoGNN_Cycles","true","mc0n9nt9","finished","-","edebrouwer","Cycles, LargerTopoGNN","2021-02-03T17:25:10.000Z","507","e6ybbprl","false","mean","true","32","","Cycles","false","7","32","false","32","0","","false","24","","","146","","0.001","25","200","false","0.000001","LargerTopoGNN","2","3","","","","","","","","","","8","3","false","","true","true","42","","","false","true","false","false","Tasks.GRAPH_CLASSIFICATION","true","65949712","true","","","199","0.000125","1","0.00000205103197004064","1","0.00000205103197004064","1","1","0.0000238248521782225","0.000034846088965423405","1","","","0.000010498310075490735","","","",""
"LargerTopoGNN_Cycles","true","vjp6i9c7","finished","-","edebrouwer","Cycles, LargerTopoGNN","2021-02-03T17:16:54.000Z","750","e6ybbprl","false","mean","true","32","","Cycles","false","7","32","true","32","0","","false","24","","","146","","0.001","25","200","false","0.000001","LargerTopoGNN","2","3","","","","","","","","","","8","3","false","","true","true","42","","","false","true","false","false","Tasks.GRAPH_CLASSIFICATION","true","1035672302","true","","","199","0.000125","1","0.0000017902900708577365","1","0.0000017195141026604688","1","1","0.000008304201401188038","0.0000049061404752137605","1","","","0.000005431959834822919","","","",""
"LargerTopoGNN_Cycles","true","mc0n9nt9","finished","-","edebrouwer","Cycles, LargerTopoGNN","2021-02-03T17:16:45.000Z","500","e6ybbprl","false","mean","true","32","","Cycles","false","6","32","false","32","0","","false","24","","","146","","0.001","25","200","false","0.000001","LargerTopoGNN","2","3","","","","","","","","","","8","3","false","","true","true","42","","","false","true","false","false","Tasks.GRAPH_CLASSIFICATION","true","1161332237","true","","","199","0.00025","1","5.749347451455833e-7","1","5.749347451455833e-7","1","1","0.000028032378395437263","0.00003152079079882242","1","","","0.00003702469621202909","","","",""
"LargerTopoGNN_Cycles","true","vjve6ctb","finished","-","edebrouwer","Cycles, LargerTopoGNN","2021-02-03T17:14:19.000Z","840","e6ybbprl","false","mean","true","32","","Cycles","false","6","32","true","32","0","","false","24","","","146","","0.001","25","200","false","0.000001","LargerTopoGNN","2","3","","","","","","","","","","8","3","false","","true","true","42","","","false","true","false","false","Tasks.GRAPH_CLASSIFICATION","true","2852326879","true","","","199","0.000125","1","0.00000256850580626633","1","0.000003021690872628824","1","1","0.000014453506082645616","9.126940199166712e-7","1","","","0.0000054219576668401714","","","",""
"LargerTopoGNN_Cycles","true","vjp6i9c7","finished","-","edebrouwer","Cycles, LargerTopoGNN","2021-02-03T17:08:55.000Z","469","e6ybbprl","false","mean","true","32","","Cycles","false","5","32","false","32","0","","false","24","","","146","","0.001","25","200","false","0.000001","LargerTopoGNN","2","3","","","","","","","","","","8","3","false","","true","true","42","","","false","true","false","false","Tasks.GRAPH_CLASSIFICATION","true","4204449756","true","","","199","0.0000625","1","0.000046838864363962784","1","0.000046838864363962784","1","1","0.000008493835593981203","0.000005409042387327645","1","","","0.00007711716898484156","","","",""
"LargerTopoGNN_Cycles","true","mc0n9nt9","finished","-","edebrouwer","Cycles, LargerTopoGNN","2021-02-03T17:04:07.000Z","740","e6ybbprl","false","mean","true","32","","Cycles","false","5","32","true","32","0","","false","24","","","146","","0.001","25","200","false","0.000001","LargerTopoGNN","2","3","","","","","","","","","","8","3","false","","true","true","42","","","false","true","false","false","Tasks.GRAPH_CLASSIFICATION","true","11883488","true","","","199","0.0000625","1","0.0001420085463905707","1","0.0001019454066408798","0.9962499737739564","1","0.005425128620117903","0.000005647493708238471","1","","","0.000129269712488167","","","",""
"LargerTopoGNN_Cycles","true","vjp6i9c7","finished","-","edebrouwer","Cycles, LargerTopoGNN","2021-02-03T17:01:19.000Z","451","e6ybbprl","false","mean","true","32","","Cycles","false","4","32","false","32","0","","false","24","","","146","","0.001","25","200","false","0.000001","LargerTopoGNN","2","3","","","","","","","","","","8","3","false","","true","true","42","","","false","true","false","false","Tasks.GRAPH_CLASSIFICATION","true","1172836741","true","","","199","0.000125","1","0.000004614800218405435","1","0.000004614800218405435","1","1","0.0000277880080830073","0.000002879629391827621","1","","","0.00000565872733204742","","","",""
"LargerTopoGNN_Cycles","true","4zti258l","finished","-","edebrouwer","Cycles, LargerTopoGNN","2021-02-03T16:57:11.000Z","1032","e6ybbprl","false","mean","true","32","","Cycles","false","4","32","true","32","0","","false","24","","","146","","0.001","25","200","false","0.000001","LargerTopoGNN","2","3","","","","","","","","","","8","3","false","","true","true","42","","","false","true","false","false","Tasks.GRAPH_CLASSIFICATION","true","2787311888","true","","","199","0.00025","1","0.000006377404588420177","1","0.000007744338290649466","1","1","0.00008062942652031779","0.000005010333097743569","1","","","0.000011023686965927482","","","",""
"LargerTopoGNN_Cycles","true","vjp6i9c7","finished","-","edebrouwer","Cycles, LargerTopoGNN","2021-02-03T16:53:50.000Z","444","e6ybbprl","false","mean","true","32","","Cycles","false","3","32","false","32","0","","false","24","","","146","","0.001","25","200","false","0.000001","LargerTopoGNN","2","3","","","","","","","","","","8","3","false","","true","true","42","","","false","true","false","false","Tasks.GRAPH_CLASSIFICATION","true","3847207236","true","","","199","0.0000625","1","0.000008886505383998156","1","0.000008886505383998156","1","1","0.000007423996066791005","0.000021489522623596713","1","","","0.000009912797395372763","","","",""
"LargerTopoGNN_Cycles","true","b8eei84b","finished","-","edebrouwer","Cycles, LargerTopoGNN","2021-02-03T16:51:51.000Z","747","e6ybbprl","false","mean","true","32","","Cycles","false","3","32","true","32","0","","false","24","","","146","","0.001","25","200","false","0.000001","LargerTopoGNN","2","3","","","","","","","","","","8","3","false","","true","true","42","","","false","true","false","false","Tasks.GRAPH_CLASSIFICATION","true","3435518183","true","","","199","0.00025","1","0.000007046896826068405","1","0.000005730282282456756","1","1","0.00008826463454170153","0.0008134008385241032","1","","","0.000006948628197278595","","","",""
"LargerTopoGNN_Cycles","true","h299a3f6","finished","-","edebrouwer","Cycles, LargerTopoGNN","2021-02-03T16:48:06.000Z","439","e6ybbprl","false","mean","true","32","","Cycles","false","2","32","false","32","0","","false","24","","","146","","0.001","25","200","false","0.000001","LargerTopoGNN","2","3","","","","","","","","","","8","3","false","","true","true","42","","","false","true","false","false","Tasks.GRAPH_CLASSIFICATION","true","2645138629","true","","","199","0.000125","0.9797979593276978","0.03431030735373497","0.9797979593276978","0.03431028872728348","1","1","0.0004266292962711304","0.0026164487935602665","0.9890109896659852","","","0.026053935289382935","","","",""
"LargerTopoGNN_Cycles","true","vjp6i9c7","finished","-","edebrouwer","Cycles, LargerTopoGNN","2021-02-03T16:41:49.000Z","715","e6ybbprl","false","mean","true","32","","Cycles","false","2","32","true","32","0","","false","24","","","146","","0.001","25","200","false","0.000001","LargerTopoGNN","2","3","","","","","","","","","","8","3","false","","true","true","42","","","false","true","false","false","Tasks.GRAPH_CLASSIFICATION","true","356236246","true","","","199","0.000125","0.9595959782600404","0.1143859252333641","0.9595959782600404","0.11715483665466309","1","1","0.00029315531719475985","0.000802990049123764","0.9780219793319702","","","0.026002144441008568","","","",""
"LargerTopoGNN_Cycles","true","vjve6ctb","finished","-","edebrouwer","Cycles, LargerTopoGNN","2021-02-03T16:40:52.000Z","505","e6ybbprl","false","mean","true","32","","Cycles","false","1","32","false","32","0","","false","24","","","146","","0.001","25","200","false","0.000001","LargerTopoGNN","2","3","","","","","","","","","","8","3","false","","true","true","42","","","false","true","false","false","Tasks.GRAPH_CLASSIFICATION","true","788220363","true","","","199","0.000015625","0.4545454680919647","0.7242605686187744","0.4545454680919647","0.7242606282234192","0.9987499713897704","1","0.02141548879444599","0.010711738839745522","0.5604395866394043","","","2.248899221420288","","","",""
"LargerTopoGNN_Cycles","true","mc0n9nt9","finished","-","edebrouwer","Cycles, LargerTopoGNN","2021-02-03T16:40:25.000Z","694","e6ybbprl","false","mean","true","32","","Cycles","false","1","32","true","32","0","","false","24","","","146","","0.001","25","200","false","0.000001","LargerTopoGNN","2","3","","","","","","","","","","8","3","false","","true","true","42","","","false","true","false","false","Tasks.GRAPH_CLASSIFICATION","true","1194488821","true","","","199","0.0000078125","0.4343434274196625","0.693900465965271","0.4444444477558136","0.6955628395080566","0.84375","0.78125","0.3622842431068421","0.442503035068512","0.450549453496933","","","1.2894810438156128","","","",""
